ref_line	ref_widx	lemma	n_readings	apparatus	omit
1156	6325	ὁποῖον	2	ὁποῖον [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  ὁπηιοῦν [dawe]	
1156	6328	ἀνθρώπου	2	ἀνθρώπου [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  ἀνθρώπων [hermann]	
1164	6372	ηὔθυνε,	2	ηὔθυνε [dawe,jebb,pearson,reinhardt,storr]  |  εὔθυνε, [colonna,dain,hermann]	
1166	6387	οὐ	2	οὐ [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  οὔτι [dawe]	
1166	6388	τίθημʼ	2	τίθημ᾽ [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  φήμ᾽ [dawe]	
1168	6402	βούλει,	2	βούλει, [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  βούλῃ, [pearson]	
1169	6405	ζῆ	2	ζῆ [colonna,dain,dawe,hermann,jebb,pearson,storr]  |  ζῇ [reinhardt]	
1182	6495	πάρα.	2	πάρα. [colonna,dain,hermann,jebb,storr]  |  περᾶι. [dawe,pearson,reinhardt]	
1219	6695	κελευσμάτων	3	κελευσμάτων [jebb,pearson,reinhardt,storr]  |  κελεύσμασιν [colonna,dain,hermann]  |  κελεύμασι [dawe]	
1229	6751	συμφορᾶς	2	συμφορᾶς [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  ξυμφορᾶς [hermann]	
1235	6782	αὑτῷ	2	αὑτῷ [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  φοραύτῷ [hermann]	
1237	6797	παρθένῳ	2	παρθένῳ [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  παρθένον [dawe]	
1238	6799	καὶ	2	καὶ [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  κἀκφυσιῶν [dawe]	
1238	6802	ἐκβάλλει	2	ἐκβάλλει [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  ἐμβάλλει [dawe]	
1238	6803	ῥοὴν	2	ῥοὴν [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  πνοὴν [hermann]	
1241	6818	εἰν	2	εἰν [colonna,dain,hermann,pearson,reinhardt,storr]  |  ἔν [dawe,jebb]	
1244	6837	πάλιν	2	πάλιν [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  πάλαι [dawe]	
1247	6855	γόους	2	γόους [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  γόου [pearson]	
1248	6857	ἀξιώσειν,	2	ἀξιώσειν, [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  ἐξαΰσειν, [dawe]	
1265	6946	ὤμοι	2	ὤμοι [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  ὤ [hermann]	
1269	6962	σαῖς	2	σαῖσι [colonna,dain,dawe,hermann,jebb,pearson,reinhardt]  |  σαῖς [storr]	
1273	6985	μʼ	2	μ᾽ [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  δικὼν [dawe]	
1275	6994	λακπάτητον	3	λακπάτητον [colonna,dawe,jebb,pearson,reinhardt,storr]  |  λεωπάτητον [dain]  |  λαξπάτητον [hermann]	
1276	6999	ὦ	2	ἰὼ [colonna,dain,dawe,pearson,reinhardt]  |  ὦ [hermann,jebb,storr]	
1279	7015	φέρων,	2	φέρων, [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  φέρειν, [pearson]	
1280	7021	ἥκειν	2	ἥκειν [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  ἥκων [pearson]	
1281	7031	ἐκ	2	ἐκ [colonna,dain,dawe,hermann,jebb,storr]  |  ἦ [pearson,reinhardt]	
1282	7035	τέθνηκε,	2	τέθνηκε, [dawe,hermann,jebb,pearson,reinhardt,storr]  |  τέθνηκεν, [colonna,dain]	
1284a	7046	Ἅιδου	2	Ἅιδου [dain,dawe,hermann,jebb,pearson,reinhardt,storr]  |  Ἅιἰδου [colonna]	
1289	7067	φής,	2	φῇς, [colonna,dain,dawe,hermann]  |  φής, [jebb,pearson,reinhardt,storr]	
1289	7068	παῖ;	2	παῖ; [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  τίνα [hermann]	
1289	7069	τίνʼ	2	τίν’ [dain,dawe,reinhardt,storr]  |  τίνα [colonna,jebb,pearson]	hermann
1289	7073	νέον,	2	νέον, [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  λόγον; [hermann]	
1298	7110	τὸν	2	τὸν [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  τὰν [dawe]	
1301	7121	ἡ	2	ἡ [colonna,dain,hermann,pearson,storr]  |  ἥδ᾽ [dawe,jebb,reinhardt]	
1301	7122	δʼ	2	δ᾽ [colonna,dain,hermann,pearson,storr]  |  ὀξύθηκτος [dawe]	jebb,reinhardt
1301	7123	ὀξυθήκτῳ	3	ὀξυθήκτῳ [colonna,dain,jebb,reinhardt,storr]  |  ὀξύθηκτος [hermann]  |  ὀξύπληκτος [pearson]	
1301	7125	περὶ	2	περὶ [colonna,dain,jebb,reinhardt,storr]  |  πέριξ [dawe,hermann]	pearson
1301	7126	ξίφει	3	ξίφει [colonna,jebb,reinhardt,storr]  |  ξ [dain]  |  ⟨gap⟩ [hermann]	pearson
1303	7136	κλεινὸν	2	κλεινὸν [dain,dawe,hermann,jebb,reinhardt,storr]  |  κενὸν [colonna,pearson]	
1303	7137	λάχος,	2	λάχος, [dain,dawe,hermann,jebb,reinhardt,storr]  |  λέχος, [colonna,pearson]	
1304	7140	τοῦδε,	2	τοῦδε, [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  τόνδε, [dawe]	
1310	7163	αἰαῖ,	2	αἰαῖ, [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  φεῦ, [hermann]	
1314	7182	κἀπελύσατʼ	2	κἀπελύσατ᾽ [colonna,dain,hermann,jebb,reinhardt,storr]  |  κἀπελύετ᾽ [dawe,pearson]	
1316	7194	ᾔσθετʼ	2	ᾔσθετ᾽ [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  ἤσθετ᾽ [hermann]	
1317	7197	ὤμοι	2	ὤμοι [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  ᾤ [hermann]	
1319	7213	ἔκανον,	2	ἔκανον, [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  ᾽κανον, [pearson]	
1319	7214	ὢ	2	ὢ [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  ἰὼ [pearson]	
1321	7221	ἄγετέ	2	ἄγετέ [colonna,dain,hermann,jebb,reinhardt,storr]  |  ἀπάγετέ [dawe,pearson]	
1321	7223	ὅτι	2	ὅτι [colonna,dain,hermann,pearson,reinhardt,storr]  |  ὅ [dawe,jebb]	
1321	7224	τάχιστʼ,	3	τάχιστ᾽, [colonna,jebb,reinhardt,storr]  |  τάχος, [dain,hermann,pearson]  |  τι [dawe]	
1329	7253	ἔχων	2	ἐμῶν [colonna,hermann,pearson,reinhardt]  |  ἔχων, [dain,dawe,jebb,storr]	
1336	7281	ἐρῶ,	2	ἐρῶ [colonna,dain,dawe,jebb,reinhardt,storr]  |  ἐρῶμεν, [hermann,pearson]	
1336	7282	τοιαῦτα	3	μὲν [colonna,dain,dawe,jebb,reinhardt]  |  ταῦτα [hermann,pearson]  |  τοιαῦτα [storr]	
1340	7307	κάκτανον	2	κάκτανον [colonna,dain,hermann,reinhardt,storr]  |  κατέκανον, [dawe,jebb,pearson]	
1341	7310	αὖ	2	αὖ [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  αὐτάν. [hermann]	
1341	7311	τάνδʼ,	2	τάνδ᾽, [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  ἰὼ [hermann]	
1342	7317	πρὸς	2	πρὸς [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  πρότερον [hermann]	
1342	7318	πότερα	4	πότερον [colonna,dain,jebb,pearson,reinhardt]  |  πρότερον [dawe]  |  ἴδω. [hermann]  |  πότερα [storr]	
1342	7319	κλιθῶ·	2	κλιθῶ· [colonna,jebb,pearson,reinhardt,storr]  |  ἴδω· [dain,dawe]	hermann
1348	7343	εἰς	2	εἰς [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  ἐς [pearson]	
1352	7354	ἀποτίσαντες	2	ἀποτείσαντες [colonna,dain,dawe,jebb,pearson,reinhardt]  |  ἀποτίσαντες, [hermann,storr]	
