# work: tlg0011.tlg007
# base (canonical axis): perseus-grc2
# target: campbell1879-grc1
# generated: 2026-09-02  method: exact anchors plus local sequence alignment
base	target	type	score	review
991	991	exact	1.000	
992	992	exact	1.000	
993	993	exact	1.000	
994	994	exact	1.000	
995	995	exact	1.000	
996	996	exact	1.000	
997	997	exact	1.000	
998	998	exact	1.000	
999	999	exact	1.000	
1000	1000	exact	1.000	
1001	1001	exact	1.000	
1002	1002	exact	1.000	
1003	1003	exact	1.000	
1004	1004	exact	1.000	
1005	1005	exact	1.000	
1006	1006	exact	1.000	
1007	1007	exact	1.000	
1008	1008	exact	1.000	
1009	1009	exact	1.000	
1010	1010	exact	1.000	
1011	1011	exact	1.000	
1012	1012	exact	1.000	
1013	1013	exact	1.000	
1014	1014	exact	1.000	
1015	1015	exact	1.000	
1016	1016	match	0.912	
1017	1017	exact	1.000	
1018	1018	match	0.985	
1019	1019	match	0.984	
1020	1020	exact	1.000	
1021	1021	match	0.967	
1022	1022	exact	1.000	
1023	1023	exact	1.000	
1024	1024	exact	1.000	
1025	1025	exact	1.000	
1026	1026	exact	1.000	
1027	1027	exact	1.000	
1028	1028	match	0.968	
1029	1029	exact	1.000	
1030	1030	exact	1.000	
1031	1031	exact	1.000	
1032	1032	exact	1.000	
1033	1033	match	0.982	
1034	1034	exact	1.000	
1035	1035	exact	1.000	
1036	1036	exact	1.000	
1037	1037	match	0.984	
1038	1038	exact	1.000	
1039	1039	exact	1.000	
1040	1040	match	0.967	
1041	1041	exact	1.000	
1042	1042	exact	1.000	
1043	1043	exact	1.000	
1044	1044	match	0.857	
1045	1045	exact	1.000	
1046	1046	exact	1.000	
1047	1047	match	0.976	
1048	1048	exact	1.000	
1050	1050	exact	1.000	
1051	1051	exact	1.000	
1052	1052	exact	1.000	
1053	1053	exact	1.000	
1054	1054	exact	1.000	
1055	1055	exact	1.000	
1056	1056	exact	1.000	
1057	1057	exact	1.000	
1058	1058	exact	1.000	
1059	1059	match	0.938	
1060	1060	exact	1.000	
