ref_line	ref_widx	lemma	n_readings	apparatus	omit
781	4549	ἐν	2	ἐν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οὐ [bothe]	
781	4550	κτήμασι	2	κτήμασι [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  κτήνεσι [pearson]	
781	4551	πίπτεις,	3	πίπτεις, [benloew,boeckh,bothe,brown,colonna,dawe,griffith,hermann,jebb,lj,pearson,storr]  |  πίπ- [dain]  |  πί- [reinhardt]	
782	4555	παρειαῖς	2	παρειαῖς [benloew,boeckh,bothe,brown,colonna,dawe,griffith,hermann,jebb,lj,pearson,storr]  |  παρει- [dain,reinhardt]	
785	4564	αὐλαῖς·	2	αὐλαῖς· [benloew,boeckh,bothe,brown,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  αὐδαῖς· [colonna]	
790	4573	σέ	2	σέ [brown,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἐπ᾽ [benloew,boeckh,bothe,colonna,dain,hermann]	
790	4574	γʼ	3	γ᾽ [brown,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἀν- [benloew,colonna]  |  ἀνθρώ- [dain,hermann]	boeckh,bothe
790	4575	ἀνθρώπων.	5	ἀνθρώπων· [boeckh,bothe,jebb,storr]  |  ἀνθρώ- [brown,dawe,pearson,reinhardt]  |  θρώπων· [benloew,colonna]  |  πων, [dain,hermann]  |  ἀν- [griffith,lj]	
790	4579	μέμηνεν.	2	μέμηνεν. [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  μέμῃνε. [bothe]	
791	4586	ἐπὶ	2	ἐπὶ [benloew,boeckh,bothe,brown,colonna,dain,dawe,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐττὶ [griffith]	
791	4587	λώβᾳ,	2	λώβᾳ· [benloew,boeckh,bothe,brown,colonna,dawe,griffith,hermann,jebb,lj,pearson,storr]  |  λώ- [dain,reinhardt]	
792	4592	ἀνδρῶν	2	ἀνδρῶν [benloew,boeckh,bothe,brown,colonna,dawe,griffith,hermann,jebb,lj,pearson,storr]  |  ἀν- [dain,reinhardt]	
792	4593	ξύναιμον	2	ξύναιμον [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  σύναιμον [benloew]	
800	4608	θεσμῶν.	2	θεσμῶν [benloew,boeckh,bothe,brown,colonna,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  θεσ- [dain]	
800	4611	ἐμπαίζει	3	ἐμπαί- [brown,dain,dawe,hermann,pearson,reinhardt]  |  ἐμ- [benloew,colonna,griffith,lj]  |  ἐμπαίζει [boeckh,bothe,jebb,storr]	
803	4626	οὐκέτι	2	οὐκέτι [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  οὐκ [benloew,boeckh,bothe,hermann]	
803	4629	δάκρυ	2	δακρύων, [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt]  |  δάκρυ [storr]	
804	4631	παγκοίτην	3	παγκοίτην [brown,dain,dawe,griffith,jebb,lj,reinhardt,storr]  |  παγκοίταν [boeckh,bothe,colonna,hermann,pearson]  |  ὁ [benloew]	
806	4638	ὁρᾶτʼ	2	ὁρᾶτέ [benloew,boeckh,bothe,brown,dawe,griffith,hermann,lj]  |  ὁρᾶτ᾽ [colonna,dain,jebb,pearson,reinhardt,storr]	
806	4639	ἔμʼ,	2	μ᾽, [benloew,boeckh,bothe,brown,dawe,griffith,hermann,lj]  |  ἔμ᾽, [colonna,dain,jebb,pearson,reinhardt,storr]	
806	4643	πολῖται,	2	πολῖται [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  πο- [hermann]	
807	4650	φέγγος	2	φέγ- [boeckh,brown,colonna,dain,dawe,griffith,hermann,lj,pearson,reinhardt]  |  φέγγος [benloew,bothe,jebb,storr]	
807	4652	ἀελίου,	2	ἀελίου, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἀελίοιο, [bothe]	
810	4653	κοὔποτʼ	3	κοὔποτ᾽ [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οὔ [benloew]  |  κοὔ [bothe]	
810	4654	αὖθις.	2	αὖθις· [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  πο- [bothe]	
810	4655	ἀλλά	2	ἀλλά [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τ᾽ [bothe]	
810	4656	μʼ	2	μ᾽ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  αὖτ', [bothe]	
810	4658	παγκοίτας	2	παγ- [boeckh,brown,colonna,dain,dawe,griffith,hermann,lj,pearson,reinhardt]  |  παγκοίτας [benloew,bothe,jebb,storr]	
812	4667	ἔγκληρον,	2	ἔγκληρον· [benloew,boeckh,bothe,brown,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἔγ- [colonna,dain]	
812	4669	ἐπινύμφειός	3	ἐπὶ [brown,colonna,dain,dawe,griffith,lj,pearson,reinhardt]  |  ἐπινυμφίδιός [benloew,boeckh,bothe,hermann]  |  ἐπινύμφειός [jebb,storr]	
815	4674	ὕμνησεν,	3	ὕ- [brown,dawe,griffith,hermann,lj,pearson]  |  ὕμνησεν· [benloew,bothe,jebb,storr]  |  ὕμ- [boeckh,colonna,dain,reinhardt]	
815	4676	Ἀχέροντι	2	Ἀχέροντι [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἦ [bothe]	
817	4680	καὶ	2	καὶ [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κἄπαινον [brown]	
817	4682	ἔχουσʼ	2	ἔχουσ᾽ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἔχου- [bothe]	
818	4685	ἀπέρχει	2	ἀπέρχηι [brown,colonna,dain,dawe,griffith,lj,pearson,reinhardt]  |  ἀπέρχει [benloew,boeckh,bothe,hermann,jebb,storr]	
819	4689	φθινάσιν	3	φθινάσιν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  φθινάσι [bothe]  |  φϑινάσιν [pearson]	
820	4695	λαχοῦσʼ,	2	λαχοῦσ᾽, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  λαχοῦ- [bothe]	
822	4701	θνητῶν	2	θνητῶν [brown,dain,dawe,griffith,jebb,lj,reinhardt,storr]  |  θνατῶν, [benloew,boeckh,bothe,colonna,hermann,pearson]	
822	4702	Ἅιδην	2	Ἅιδην [boeckh,brown,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ᾍδαν [benloew,bothe,colonna,hermann]	
822	4703	καταβήσει.	2	καταβήσηι. [brown,colonna,dain,dawe,griffith,lj,pearson,reinhardt]  |  καταβήσει. [benloew,boeckh,bothe,hermann,jebb,storr]	
823	4706	λυγρότατον	2	λυγροτάταν [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt]  |  λυγρότατον [storr]	
823	4707	ὀλέσθαι	2	ὀλέσθαι [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ὀ- [hermann]	
825	4714	ἄκρῳ,	2	ἄ- [boeckh,brown,colonna,dain,dawe,griffith,hermann,lj,pearson,reinhardt]  |  ἄκρῳ, [benloew,bothe,jebb,storr]	
826	4723	νιν	2	νιν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  νῦν [bothe]	
826	4724	ὄμβροι	2	ὄμβροι [bothe,brown,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ὄμβρῳ [benloew,boeckh,colonna,dain,hermann]	
826	4725	τακομέναν,	2	τακομέναν, [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,lj,pearson,reinhardt,storr]  |  τακο- [jebb]	
830	4733	τέγγει	2	τέγγει [benloew,boeckh,bothe,brown,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τέγ- [colonna,dain]	
830	4734	δʼ	3	δ᾽ [bothe,brown,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  θ᾽ [benloew,boeckh,hermann]  |  γει [colonna,dain]	
830	4737	παγκλαύτοις	3	παγκλαύτοις [boeckh,colonna,dain,hermann,jebb,storr]  |  παγ- [brown,dawe,griffith,lj,pearson,reinhardt]  |  παγκλαύστοις [benloew,bothe]	
831	4741	δαίμων	2	δαί- [boeckh,brown,colonna,dain,dawe,griffith,hermann,pearson,reinhardt]  |  δαίμων [benloew,bothe,jebb,lj,storr]	
835	4753	θνητογενεῖς.	2	θνητογενεῖς. [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  θνατογενεῖς, [pearson]	
836	4755	φθιμένῃ	4	φθιμένηι [brown,dain,dawe,griffith,jebb,lj,storr]  |  φθιμένᾳ [benloew,colonna,pearson,reinhardt]  |  φθιμένῳ [boeckh,hermann]  |  καί [bothe]	
836	4756	μέγα	3	μέγα [brown,colonna,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  μέγ᾽ [benloew,dain]  |  σοι [bothe]	boeckh,hermann
836	4757	κἀκοῦσαι	4	κἀκοῦσαι [brown,colonna,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἀκοῦσαι, [benloew]  |  φθιμένᾳ [bothe]  |  α [dain]	boeckh,hermann
837	4758	τοῖς	2	τοῖς [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τοῖσιν [benloew]	
837	4760	σύγκληρα	2	σύγκληρα [brown,colonna,dain,dawe,griffith,jebb,pearson,reinhardt,storr]  |  ἔγκληρα [benloew,boeckh,bothe,hermann,lj]	
838	4762	ζῶσαν	3	ζῶσαν [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  μέγ᾽ [boeckh,hermann]  |  οἴ [bothe]	benloew
838	4763	καὶ	4	καὶ [colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἀκοῦσαι. [boeckh,hermann]  |  μοι, [bothe]  |  κἄπειτα [brown]	benloew
839	4772	πατρῴων.	2	πατρῴων [benloew,boeckh,bothe,brown,colonna,griffith,hermann,jebb,lj,pearson,storr]  |  πατρῴ- [dain,dawe,reinhardt]	
840	4774	οἰχομέναν	4	οὐλομέναν [boeckh,bothe,brown,colonna,dain,reinhardt]  |  οἰχομέναν [griffith,jebb,lj,pearson,storr]  |  ὀλλυμέναν [benloew,dawe]  |  ὀλομέναν [hermann]	
840	4775	ὑβρίζεις,	2	ὑβρίζεις, [benloew,boeckh,bothe,brown,colonna,dain,hermann,jebb,lj,pearson,storr]  |  ὑβρί- [dawe,griffith,reinhardt]	
842	4784	ἰὼ	2	ἰὼ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὦ [bothe]	
842	4786	κρῆναι	2	κρῆναι, [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  κρῆ- [pearson]	
845	4787	Θήβας	2	Θήβας [benloew,boeckh,bothe,colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  Θή- [brown,dawe,griffith,lj]	
845	4789	εὐαρμάτου	2	εὐαρμάτου [benloew,boeckh,bothe,brown,dawe,griffith,hermann,jebb,lj,pearson,storr]  |  εὐ- [colonna,dain,reinhardt]	
845	4790	ἄλσος,	2	ἄλσος, [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  ἄλ- [pearson]	
845	4791	ἔμπας	2	ἔμπας [benloew,boeckh,bothe,colonna,dain,hermann,jebb,pearson,storr]  |  ἔμ- [brown,dawe,griffith,lj,reinhardt]	
845	4794	ἐπικτῶμαι,	2	ἐπικτῶμαι, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐπιβοῶμαι, [bothe]	
846	4797	ἄκλαυτος,	2	ἄκλαυτος [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἄκλαυστος, [benloew,bothe]	
847	4801	ἕργμα	2	ἕργμα [benloew,bothe,brown,colonna,dain,dawe,griffith,jebb,pearson,reinhardt,storr]  |  ἕρμα [boeckh,hermann,lj]	
847	4803	ἔρχομαι	2	ἔρχομαι [benloew,boeckh,bothe,hermann,jebb,reinhardt,storr]  |  ἔρ- [brown,colonna,dain,dawe,griffith,lj,pearson]	
850	4806	ἰὼ	2	ἰὼ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὦ [bothe]	
850	4808	βροτοῖς	3	βροτοῖς [boeckh,colonna,dain,griffith,hermann,jebb,lj,pearson,storr]  |  οὔτ᾽ [bothe,brown]  |  ⟨gap⟩ [benloew]	
850	4809	οὔτε	3	οὔτε [colonna,dain,griffith,hermann,jebb,lj,pearson,storr]  |  οὔτ᾽ [boeckh,dawe,reinhardt]  |  ἐν [bothe,brown]	benloew
850	4810	νεκροῖς	7	νεκροῖς [boeckh,jebb,storr]  |  νεκρὸς [griffith,lj,pearson]  |  νεκροῖσιν [colonna,dain]  |  ἐν [dawe,reinhardt]  |  θνατοῖς [bothe]  |  βροτοῖσιν [brown]  |  ⟨gap⟩ [hermann]	benloew
850	4811	κυροῦσα	5	κυροῦσα [boeckh,jebb,storr]  |  νεκροῖσιν [griffith,lj,pearson]  |  οὔτ᾽ [bothe,brown]  |  βροτοῖσιν [dawe,reinhardt]  |  ἐν [hermann]	benloew,colonna,dain
851	4816	θανοῦσιν.	2	θανοῦσιν. [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  θανοῦσι. [bothe]	
855	4825	προσέπεσες,	3	προσέπεσες, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  προσέπαισας, [bothe]  |  πολὺ [pearson]	
855	4828	πολύ·	4	πολύ. [boeckh,bothe,colonna,dain,hermann,jebb,storr]  |  ποδί· [brown,griffith,lj]  |  ποδοῖν· [dawe,reinhardt]  |  πάλιν. [benloew]	pearson
858	4835	ἀλγεινοτάτας	2	ἀλγεινοτάτας [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  ἀλγει- [bothe,lj]	
858	4837	μερίμνας,	3	μερίμνας [benloew,boeckh,bothe,brown,colonna,griffith,hermann,jebb,lj,pearson,storr]  |  μερίμ- [dain,reinhardt]  |  μερί- [dawe]	
859	4839	τριπόλιστον	3	τριπόλιστον [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,pearson,reinhardt,storr]  |  τριπλοιστὸν [hermann]  |  τριπολίστου [lj]	
859	4840	οἶκτον	4	οἶκτον, [benloew,boeckh,brown,colonna,dain,hermann,jebb,storr]  |  οἶ- [dawe,griffith,reinhardt]  |  οἶτον, [bothe,pearson]  |  οἴτου [lj]	
859	4843	πρόπαντος	2	πρόπαντος [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,storr]  |  πρρόπαντος [reinhardt]	
861	4848	ἰὼ	2	ἰὼ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὦ [bothe]	
861	4849	ματρῷαι	2	ματρῷαι [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,storr]  |  πατρῶιαι [reinhardt]	
861	4850	λέκτρων	2	λέκτρων [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  λέ- [pearson]	
865	4851	ἆται	2	ἆται, [benloew,boeckh,bothe,colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  ἆ- [brown,dawe,griffith,lj]	
865	4852	κοιμήματά	2	κοιμήματά [benloew,boeckh,bothe,brown,dawe,griffith,hermann,jebb,lj,pearson,storr]  |  κοι- [colonna,dain,reinhardt]	
865	4854	αὐτογέννητʼ	4	αὐτογέννητ᾽ [benloew,boeckh,colonna,dain,hermann,jebb,storr]  |  αὐτογέν- [brown,dawe,griffith,lj,reinhardt]  |  αὐτογέννη- [bothe]  |  αὐ- [pearson]	
865	4855	ἐμῷ	2	ἐμῷ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  θ᾽ [bothe]	
865	4857	δυσμόρου	2	δυσμόρου [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δυσμύρου [bothe]	
867	4866	οὓς	2	οὓς [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  οἷς [hermann]	
870	4873	ἰὼ	2	ἰὼ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὦ, [bothe]	
870	4875	κασίγνητε	3	κασίγνητε [benloew,bothe,brown,dain,hermann,jebb,reinhardt,storr]  |  κασί- [colonna,dawe,griffith,lj,pearson]  |  κασίγνητος [boeckh]	
872	4884	μὲν	2	μὲν, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  νὶν, [bothe]	
874	4893	οὐδαμᾷ	2	οὐδαμᾶι [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  οὐδαμῇ [benloew,boeckh,bothe,hermann]	
876	4900	ἄκλαυτος,	2	ἄκλαυτος, [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἄκλαυστος, [benloew,bothe]	
876	4902	ἀνυμέναιος	2	ἀνυμέναιος, [benloew,boeckh,bothe,colonna,dain,hermann,jebb,reinhardt,storr]  |  ἀνυμέναι- [brown,dawe,griffith,lj,pearson]	
876	4903	ταλαίφρων	2	ταλαίφρων [benloew,boeckh,bothe,brown,dawe,griffith,hermann,jebb,lj,pearson,storr]  |  ταλαί- [colonna,dain,reinhardt]	
877	4905	τὰν	3	τάνδ᾽ [benloew,boeckh,brown,colonna,dain,dawe,hermann,jebb,reinhardt]  |  τὰν [griffith,lj,pearson,storr]  |  τάν- [bothe]	
877	4906	πυμάταν	3	ἑτοίμαν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt]  |  δ᾽ [bothe]  |  πυμάταν [storr]	
877	4908	οὐκέτι	2	οὐκέτι [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  οὐκ [benloew,boeckh,bothe,hermann]	
880	4915	ὁρᾶν	2	ὁρᾶν [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὁρᾷν [benloew,bothe]	
881	4918	δʼ	2	δ᾽ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δὲ [bothe]	
881	4921	ἀδάκρυτον	2	ἀδάκρυτον [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἀδάκρυ- [brown]	
882	4922	οὐδεὶς	2	οὐδεὶς [benloew,boeckh,bothe,brown,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οὐ- [colonna,dain]	
884	4940	χρείη	2	χρείη [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  †χρεῖ᾽ [brown]	
884	4941	λέγειν;	3	λέγειν; [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,reinhardt,storr]  |  χέων; [lj]  |  λέγων; [pearson]	
887	4953	ἄφετε	2	ἄφετε, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἄπιτε, [bothe]	
887	4956	εἴτε	2	εἴτε [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  εἰ [hermann]	
887	4957	χρῇ	3	χρῇ [boeckh,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  χρὴ [benloew,bothe]  |  χρῄζει, [hermann]	
888	4963	τυμβεύειν	3	τυμβεύειν [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τυμβεύσειν [benloew]  |  τυμβεύσει [bothe]	
892	4985	ἀείφρουρος,	2	αἰείφρουρος, [bothe,brown,colonna,dain,dawe,griffith,hermann,pearson,reinhardt]  |  ἀείφρουρος, [benloew,boeckh,jebb,lj,storr]	
894	4997	Φερσέφασσʼ	2	Φερσέφασσ᾽ [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  Περσέφασσ᾽ [benloew,boeckh,bothe,hermann]	
897	5013	μέντοι	2	μέντοι, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  μέν [bothe]	
897	5016	ἐλπίσιν	2	ἐλπίσιν [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐλπίσι [benloew,bothe]	
904	5050	καίτοι	2	καίτοι [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  καί [bothe]	
904	5052	ἐγὼ	2	ἐγὼ [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  γ᾽ [brown]	
905	5063	τέκνων	2	τέκνων [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  τέκν᾿ [lj]	
913	5115	μέντοι	2	μέντοι [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  μέν [bothe]	
915	5126	τολμᾶν,	2	τολμᾶν, [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τολμᾷν, [benloew,bothe]	
920	5155	ζῶσʼ	2	ζῶσ᾽ [benloew,boeckh,bothe,brown,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ζῶν [colonna]	
920	5156	εἰς	2	εἰς [bothe,brown,colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  ἐς [benloew,boeckh,griffith,lj,pearson]	
923	5174	αὐδᾶν	2	αὐδᾶν [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  αὐδᾷν [benloew]	
923	5175	ξυμμάχων;	2	ξυμμάχων [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ξυμμαχεῖν, [dawe]	
931	5220	τούτων	2	τούτων [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ταύτην [bothe]	
931	5222	ἄγουσιν	2	ἄγουσιν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἄγουσι [bothe]	
932	5225	βραδυτῆτος	2	βραδυτῆτος [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οἴ [bothe]	
932	5226	ὕπερ.	2	ὕπερ. [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  μοι, [bothe]	
939	5251	κοὐκέτι	2	κοὐκέτι [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  κοὐκ [benloew,boeckh,bothe,hermann]	
941	5258	βασιλειδᾶν	4	βασιλειδῶν [brown,dain,dawe,griffith,lj]  |  βασιλειδᾶν [colonna,jebb,pearson,reinhardt,storr]  |  βασιλίδα [benloew,bothe,hermann]  |  βασιληΐδα [boeckh]	
946	5282	τυμβήρει	2	τυμβήρει [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  τυμβή- [lj]	
947	5288	τίμιος,	2	τίμιος, [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  τί- [pearson]	
952	5306	ὄλβος	2	ὄλβος [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὄμβρος, [benloew]	bothe
955	5318	ὀξύχολος	2	ὀξύχολος [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ὀξυχόλως [hermann]	
956	5324	κερτομίοις	2	κερτομίοις [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κηρεσίοις [bothe]	
957	5328	πετρώδει	2	πετρώδει [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  πετρώ- [lj]	
957	5329	κατάφαρκτος	2	κατάφαρκτος [boeckh,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  κατάφρακτος [benloew,bothe,hermann]	
958	5335	δεινὸν	2	δεινὸν [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  δει- [pearson]	
958	5336	ἀποστάζει	2	ἀποστάζει [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἀποστάζειν [bothe]	
960	5337	ἀνθηρόν	2	ἀνθηρόν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἀτηρόν [bothe]	
961	5347	κερτομίοις	2	κερτομίοις [benloew,boeckh,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κερτομίαις [bothe,brown]	
961	5348	γλώσσαις.	2	γλώσσαις. [benloew,boeckh,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  γλώσσας. [bothe,brown]	
966	5363	κυανεᾶν	3	Κυανέων [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,lj,reinhardt]  |  κυανέαιν [brown,pearson]  |  Κυανεᾶν [jebb,storr]	
966	5364	πελάγει	3	πελαγέων [benloew,boeckh,bothe,dawe,griffith,hermann,lj,reinhardt]  |  πελάγει [colonna,dain,jebb,storr]  |  σπιλάδοιν [brown,pearson]	
967	5369	ἥδʼ	3	ἰδ᾽ [benloew,boeckh,bothe,colonna,dain,hermann,pearson]  |  †ἦδ᾽ [brown,dawe,griffith,jebb,reinhardt,storr]  |  τόπος [lj]	
