ref_line	ref_widx	lemma	n_readings	apparatus	omit
533	3043	ἄτα	2	ἄτα, [benloew,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἄτας [boeckh]	
535	3058	ʼξομεῖ	2	᾽ξομῆι [brown,colonna,dain,dawe,griffith,lj,pearson,reinhardt]  |  ’ξομεῖ [benloew,boeckh,bothe,hermann,jebb,storr]	
536	3066	ὁμορροθεῖ	2	ὁμοῤῥοθεῖ, [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,jebb,lj,pearson,storr]  |  ὁμορροθῶ, [dawe,reinhardt]	
537	3069	καὶ	2	καὶ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  καίπερ [bothe]	
537	3070	φέρω	2	φέρω [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οὐ, [bothe]	
542	3102	χοἰ	2	χοἱ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  χ᾽ [bothe]	
544	3112	μήτοι,	2	μήτοι, [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  μή [benloew,bothe]	
546	3132	μηδʼ	2	μηδ᾽ [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  μήθ᾽ [benloew,bothe]	
547	3139	θνῄσκουσʼ	2	θνήισκουσ᾽ [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  θνήσκουσ᾽ [benloew,boeckh,bothe,hermann]	
548	3143	βίος	2	βίος [benloew,boeckh,bothe,brown,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  βίου [colonna,lj]	
548	3147	φίλος;	2	φίλος; [benloew,boeckh,bothe,brown,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  πόθος; [colonna,lj]	
550	3155	ταῦτʼ	2	ταῦτ᾽ [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δῆτ᾽ [brown]	
551	3164	γελῶ	2	γέλωτ᾽ [benloew,boeckh,bothe,colonna,dain,hermann,pearson,reinhardt]  |  γελῶ [brown,dawe,griffith,jebb,lj,storr]	
551	3168	γελῶ.	2	γελῶ. [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  γ' [bothe]	
552	3175	ἔτʼ	2	ἔτ᾽ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐπωφελοῖμ᾽ [bothe]	
554	3186	κἀμπλάκω	2	κἀμπλάκω [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κᾀμπλάκω [bothe]	
555	3194	ζῆν,	2	ζῆν, [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ζῇν, [benloew,bothe]	
557	3206	καλῶς	2	καλῶς [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  καλοῖσι [bothe]	
557	3209	τοῖς,	2	τοῖς· [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  σοί· [bothe]	
562	3249	τὰ	2	τὰ [benloew,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ταπρῶτ᾽ [boeckh]	
563	3255	ὦναξ,	2	ὦναξ, [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὦ [benloew]	
565	3271	σὺν	2	σὺν [brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ξὺν [benloew,boeckh,bothe]	
567	3283	ἥδε	2	«ἥδε» [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἡδὺ [bothe]	
567	3284	μέντοι	3	μέντοι [benloew,boeckh,brown,colonna,dain,dawe,hermann,jebb,pearson,reinhardt,storr]  |  μέν [bothe,griffith]  |  μέντοι—μὴ [lj]	
567	3285	μὴ	2	μὴ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  σοι [bothe]	lj
567	3286	λέγʼ·	2	λέγ᾽ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  μηδέν· [bothe]	
567	3287	οὐ	2	οὐ [benloew,boeckh,bothe,brown,colonna,dain,dawe,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὡς [griffith]	
567	3288	γὰρ	2	γὰρ [benloew,boeckh,bothe,brown,colonna,dain,dawe,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἄρ᾽ [griffith]	
571	3313	υἱέσι	4	υἱέσι [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,storr]  |  υἱάσιν [benloew]  |  υἱάσι [bothe]  |  υἱέσιν [reinhardt]	
572	3317	Αἷμον,	2	Αἷμον, [benloew,bothe,brown,griffith,jebb,lj,pearson,reinhardt,storr]  |  Αἵμων, [boeckh,colonna,dain,dawe,hermann]	
573	3323	γε	2	γε [benloew,boeckh,bothe,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  με [brown,dawe]	
573	3330	λέχος.	2	λέχος. [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  λάκος. [bothe]	
575	3344	ἔφυ.	2	ἔφυ. [benloew,boeckh,bothe,brown,dawe,griffith,hermann,pearson,storr]  |  ἐμοί. [colonna,dain,jebb,lj,reinhardt]	
577	3350	καὶ	2	καὶ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κᾀν [bothe]	
577	3353	κἀμοί.	2	κἀμοί. [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κάμνει. [bothe]	
578	3362	ἐκ	3	ἐκ [benloew,boeckh,bothe,brown,colonna,dawe,griffith,hermann,jebb,lj,storr]  |  ἐκδέτους [pearson,reinhardt]  |  ἐκδέτας [dain]	
580	3371	φεύγουσι	2	φεύγουσι [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  φθέγγουσι [bothe]	
580	3374	χοἰ	2	χοἱ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  χ᾽ [bothe]	
581	3381	εἰσορῶσι	2	εἰσορῶσι [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  εἰρορῶσι [hermann]	
586	3404	ποντίαις	3	ποντίαις [benloew,boeckh,hermann,jebb,storr]  |  ποντίας [bothe,brown,dain,lj]  |  πόντιον [colonna,griffith,pearson,reinhardt]	
587	3408	Θρῄσσαισιν	4	Θρῄσσαισιν [boeckh,jebb,pearson,reinhardt,storr]  |  Θρήσσῃσιν [benloew,bothe,colonna,hermann]  |  Θρήισσηισιν [brown,dain,dawe]  |  Θρήισσησιν [griffith,lj]	
591	3418	δυσάνεμοι,	3	δυσάνεμοι [colonna,dain,griffith,jebb,lj,pearson,reinhardt,storr]  |  δυσάνεμον· [benloew,boeckh,bothe,hermann]  |  δυσανέμωι [brown,dawe]	
591	3420	βρέμουσι	2	βρέμουσιν [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt]  |  βρέμουσι [benloew,boeckh,bothe,hermann,storr]	
595	3430	φθιτῶν	2	φθιτῶν [boeckh,brown,griffith,hermann,jebb,lj,storr]  |  φθιμένων [benloew,bothe,colonna,dain,pearson,reinhardt]	
595	3433	πίπτοντʼ,	2	πίπτοντ᾽· [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  πίπτον- [bothe]	
597	3448	ὕπερ	2	ὑπὲρ [benloew,boeckh,bothe,brown,colonna,dawe,jebb,lj,pearson,reinhardt,storr]  |  ὅπερ [dain,griffith,hermann]	
600	3450	ὃ	2	ἐτέτατο [boeckh,bothe,colonna,dain,griffith,hermann,lj,pearson]  |  ὃ [benloew,brown,dawe,jebb,reinhardt,storr]	
601	3456	κατʼ	2	κατ᾽ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κᾆτ᾽ [bothe]	
602	3464	κόνις	2	κόνις [benloew,boeckh,colonna,dain,griffith,hermann,jebb,storr]  |  κοπὶς, [bothe,brown,dawe,lj,pearson,reinhardt]	
602	3470	ἐρινύς.	2	Ἐρινύς [benloew,boeckh,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  Ἐριννύς. [bothe,hermann]	
605	3473	δύνασιν	2	δύνασιν [benloew,boeckh,bothe,brown,colonna,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δύναμιν [dain]	
605	3475	ἀνδρῶν	2	ἀνδρῶν [benloew,boeckh,bothe,brown,hermann,jebb,lj,storr]  |  ἀν- [colonna,dain,dawe,griffith,pearson,reinhardt]	
605	3476	ὑπερβασία	2	ὑπερβασία [benloew,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὑπερβασίᾳ [boeckh]	
605	3477	κατάσχοι;	2	κατάσχοι [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κατάσχῃ, [bothe]	
606	3478	τὰν	2	τὰν [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  τὸν [hermann]	
606	3484	πάντʼ	3	παντογήρως, [benloew,boeckh,brown,colonna,dawe,griffith,hermann,lj,pearson,reinhardt]  |  πάντα [bothe,dain]  |  πάντ᾽ [jebb,storr]	
606	3485	ἀγρεύων,	5	οὔτ᾽ [benloew,colonna,griffith,hermann,lj,pearson,reinhardt]  |  ἀγρεύων, [jebb,storr]  |  ἀκάματοι [boeckh]  |  γ᾽ [bothe]  |  κηλῶν, [dain]	
607	3486	οὔτε	6	οὔτε [bothe,brown,jebb,storr]  |  ἀκάματοι [colonna,lj,pearson,reinhardt]  |  οὔτ’ [dain,dawe]  |  ἀκάμαντοι [benloew]  |  ἐτέων [griffith]  |  ἀκάματον [hermann]	boeckh
607	3487	θεῶν	3	θεῶν [benloew,boeckh,brown,colonna,dain,hermann,jebb,lj,pearson,reinhardt,storr]  |  θέειν [bothe]  |  ἐτέων [dawe]	griffith
607	3488	ἄκματοι	4	ἄκματοι [brown,dawe,griffith,jebb,storr]  |  νιν [benloew]  |  οὐ [boeckh]  |  ἄμκματοι [bothe]	colonna,dain,hermann,lj,pearson,reinhardt
607	3490	ἀγήρῳ	2	ἀγήρως [bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt]  |  ἀγήρῳ [benloew,boeckh,hermann,storr]	
613	3510	οὐδὲν	2	οὐδὲν [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οὐδ᾽ [brown]	
613	3511	ἕρπει	4	ἕρπει [benloew,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἕρπειν [bothe,hermann]  |  ἕρπων [boeckh]  |  ἐφέρπει [brown]	
614	3513	βιότῳ	2	βιότῳ [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  βίοτος [lj]	
614	3514	πάμπολύ	3	πάμπολύ [benloew,bothe,colonna,dain,dawe,hermann,jebb,pearson,storr]  |  πάμπολις [boeckh,griffith]  |  πάμπολυς [brown,lj]	
614	3515	γʼ	2	γ᾽ [benloew,bothe,colonna,dain,dawe,hermann,jebb,pearson,storr]  |  πάμπολις [reinhardt]	boeckh,brown,griffith,lj
615	3522	ἐλπὶς	2	ἐλπὶς [benloew,boeckh,bothe,brown,hermann,jebb,storr]  |  ἐλ- [colonna,dain,dawe,griffith,lj,pearson,reinhardt]	
615	3525	ὄνασις	2	ὄνασις [benloew,boeckh,bothe,colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  ὄνησις [brown,dawe,griffith,lj]	
617	3540	τις	2	τις [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  προσάψῃ. [bothe]	
620	3541	προσαύσῃ.	2	προσαύσῃ [benloew,boeckh,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  προσαύρῃ. [hermann]	bothe
623	3561	ἄταν·	2	ἄταν· [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ᾅδαν, [bothe]	
625	3562	πράσσει	2	πράσσει [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  πράσσειν [bothe]	
625	3564	ὀλίγιστον	3	ὀλίγιστον [brown,dawe,griffith,jebb,pearson,reinhardt,storr]  |  ὀλιγοστὸν [benloew,boeckh,bothe,colonna,dain,hermann]  |  ὀλίγος [lj]	
630	3582	ἀπάτης	2	ἀπάτας [benloew,boeckh,bothe,colonna,dain,hermann,jebb,reinhardt]  |  ἀπάτης [brown,dawe,griffith,lj,pearson,storr]	
634	3603	μὲν	2	μὲν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ᾿σμὲν [bothe]	
634	3605	πανταχῇ,	2	πανταχῇ [benloew,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  πανταχῆ [boeckh,bothe]	
635	3613	μοι	3	μοι [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,jebb,pearson,reinhardt,storr]  |  που [dawe]  |  με [lj]	
637	3624	ἀξιώσεται	2	ἀξιώσεται [bothe,brown,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἀξίως [benloew,boeckh,colonna,hermann]	
638	3626	μείζων	2	μείζων [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  μεῖζον [bothe]	
646	3680	πόνους	2	πόνους [benloew,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  πέδας [boeckh,bothe]	
653	3719	ἀλλὰ	2	ἀλλὰ, [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  ἀποπτύσας [lj]	
653	3720	πτύσας	2	πτύσας [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  οὖν [lj]	
653	3721	ὡσεί	3	ὡσεί [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  ὡσείτε [benloew]  |  ὥστε [lj]	
654	3730	νυμφεύειν	3	νυμφεύειν [benloew,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  νυμφεύσειν [boeckh,hermann]  |  νυμφεῦσαι [bothe]	
657	3743	ψευδῆ	2	ψευδῆ [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ψευδῇ [benloew]	
659	3758	δὴ	2	δὴ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δῆτα [bothe]	
659	3759	τά	2	τά [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τἀγγενῆ [bothe]	
664	3791	κρατύνουσιν	2	κρατύνουσιν [dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  κρατοῦσιν [boeckh,bothe,colonna,dain,hermann]	benloew,brown
664	3792	νοεῖ,	2	νοεῖ, [dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἐννοεῖ, [boeckh,bothe,colonna,dain,hermann]	benloew,brown
667	3807	καὶ	2	καὶ [boeckh,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τὰ [bothe]	benloew,brown
672	3839	δὲ	2	δὲ [benloew,boeckh,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  γὰρ [bothe,brown]	
674	3852	συμμάχου	3	συμμάχου [bothe,brown,colonna,dain,dawe,griffith,jebb,lj,reinhardt,storr]  |  σὺν [benloew,boeckh,hermann]  |  τ᾽ [pearson]	
675	3854	τροπὰς	2	τροπὰς [benloew,boeckh,bothe,brown,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  προπὰς [colonna]	
676	3859	σῴζει	2	σώιζει [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  σώζει [benloew,boeckh,bothe,hermann]	
678	3870	κοὔτοι	2	κοὔτοι [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κοὔ [benloew,bothe]	
684	3908	κτημάτων	2	κτημάτων [brown,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  χρημάτων [benloew,boeckh,bothe,colonna,pearson]	
687	3925	μεντἂν	3	μεντἂν [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  μέντ᾽ [benloew]  |  μέν [bothe]	
687	3926	χἀτέρῳ	3	χἀτέρῳ [benloew,boeckh,bothe,dain,jebb,reinhardt,storr]  |  χἀτέρως [brown,colonna,dawe,hermann,pearson]  |  χἀτέραι [griffith,lj]	
688	3929	σοῦ	2	σοῦ [benloew,colonna,dain,dawe,griffith,jebb,reinhardt,storr]  |  σὺ [boeckh,bothe,brown,hermann,lj,pearson]	
688	3931	οὖν	2	οὖν [benloew,colonna,dain,dawe,griffith,jebb,reinhardt,storr]  |  οὐ [boeckh,bothe,brown,hermann,lj,pearson]	
688	3932	πέφυκα	2	πέφυκα [benloew,colonna,dain,dawe,griffith,jebb,reinhardt,storr]  |  πέφυκας [boeckh,bothe,brown,hermann,lj,pearson]	
691	3956	τέρψει	2	τέρψηι [brown,colonna,dain,dawe,griffith,lj,pearson,reinhardt]  |  τέρψει [benloew,boeckh,bothe,hermann,jebb,storr]	
700	4007	ἐπέρχεται	2	ἐπέρχεται [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,jebb,reinhardt,storr]  |  ὑπέρχεται [brown,lj,pearson]	
703	4024	εὐκλείας	2	εὐκλείας [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  εὐκλείᾳ [bothe,lj]	
706	4041	ὡς	2	ὡς [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὃ [bothe]	
706	4042	φὴς	2	φὴς [benloew,boeckh,bothe,colonna,griffith,jebb,lj,pearson,reinhardt,storr]  |  φὴις [brown,dain,dawe,hermann]	
709	4066	ὤφθησαν	2	ὤφθησαν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὤφιθησαν [bothe]	
710	4070	κεἴ	2	κεἴ [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κἤν [benloew,bothe]	
713	4093	ἐκσῴζεται,	2	ἐκσώιζεται, [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἐκσώζεται· [benloew,boeckh,bothe,hermann]	
715	4103	ἐγκρατῆ	3	ἐγκρατῆ [brown,dawe,griffith,hermann,jebb,pearson,storr]  |  ἐγκρατὴς [benloew,boeckh,bothe,colonna,dain,reinhardt]  |  ἐν [lj]	
717	4111	τὸ	2	τὸ [benloew,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τολοιπὸν [boeckh]	
717	4112	λοιπὸν	2	λοιπὸν [benloew,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  πλοῖον [hermann]	boeckh
721	4134	τὸν	2	τὸν [benloew,boeckh,bothe,colonna,dain,griffith,hermann,jebb,lj,reinhardt,storr]  |  τιν’ [brown,dawe,pearson]	
725	4171	διπλῇ.	2	διπλῇ. [boeckh,brown,dawe,griffith,hermann,lj,pearson,reinhardt,storr]  |  διπλᾶ. [benloew,bothe,colonna,dain,jebb]	
727	4178	ὑπʼ	2	πρὸς [benloew,boeckh,bothe,brown,dawe,griffith,hermann,lj,pearson]  |  ὑπ᾽ [colonna,dain,jebb,reinhardt,storr]	
728	4184	τὸ	2	τὸ [benloew,boeckh,bothe,brown,colonna,dain,dawe,hermann,jebb,pearson,reinhardt,storr]  |  γ᾽ [griffith,lj]	
731	4205	οὐδʼ	2	οὐδ᾽ [benloew,boeckh,bothe,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οὔ [brown,dawe]	
731	4206	ἂν	2	ἂν [benloew,boeckh,bothe,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τἂν [brown,dawe]	
731	4209	εἰς	2	εἰς [brown,colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  ἐς [benloew,boeckh,bothe,griffith,lj,pearson]	
735	4232	τόδʼ	2	τόδ᾽ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τάδ᾽ [bothe]	
736	4243	με	2	με [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  γε [benloew,boeckh,bothe,hermann]	
740	4274	συμμαχεῖ.	3	συμμαχεῖ. [benloew,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  συμμαχεῖν. [boeckh,hermann]  |  ξυμμαχεῖ. [bothe]	
741	4281	προκήδομαι.	2	προκήδομαι. [benloew,boeckh,bothe,brown,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  προκήσομαι. [colonna]	
742	4283	παγκάκιστε,	2	παγκάκιστε, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  παῖ [bothe]	
747	4314	οὔ	3	οὒ [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  οὐκ [benloew,bothe]  |  οὐτὰν [boeckh,hermann]	
747	4315	τἂν	2	τἂν [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἂν [benloew,bothe]	boeckh,hermann
749	4333	κἀμοῦ,	2	κἀμοῦ, [benloew,boeckh,brown,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κᾀμοῦ, [bothe]	dawe
751	4346	ἣ	2	ἥδ᾽ [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt]  |  ἣ [pearson,storr]	
752	4355	κἀπαπειλῶν	2	κἀπαπειλῶν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κᾀπ᾽ [bothe]	
752	4357	ἐπεξέρχει	2	ἐπεξέρχηι [brown,colonna,dain,dawe,griffith,lj,pearson,reinhardt]  |  ἐπεξέρχει [benloew,boeckh,bothe,hermann,jebb,storr]	
752	4358	θρασύς;	2	θρασύς· [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  θρασύ; [bothe]	
753	4364	κενὰς	2	κενὰς [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  σ᾿ [lj]	
757	4389	βούλει	2	βούλει [benloew,boeckh,bothe,colonna,dain,dawe,hermann,jebb,storr]  |  βούληι [griffith,lj,pearson]	brown,reinhardt
759	4404	ἐπὶ	3	ἐπὶ [benloew,boeckh,colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  ἔτι [brown,dawe,griffith,lj]  |  ἐπιψόγοισι [bothe]	
760	4408	ἄγαγε	2	ἄγετε [benloew,boeckh,bothe,brown,dawe,griffith,hermann,jebb,lj,pearson]  |  ἄγαγε [colonna,dain,reinhardt,storr]	
761	4416	θνῄσκῃ	2	θνήισκηι [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  θνήσκῃ [benloew,boeckh,bothe,hermann]	
762	4425	δόξῃς	2	δόξῃς [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δόξης [bothe]	
763	4433	οὐδαμὰ	2	οὐδαμᾶ [benloew,boeckh,bothe,brown,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οὐδαμᾷ [colonna,dain]	
764	4435	προσόψει	2	προσόψει [benloew,boeckh,bothe,brown,colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  προσόψηι [griffith,lj,pearson]	
765	4443	τῶν	2	τῶν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τὠφελεῖν [bothe]	
765	4444	φίλων	2	φίλων [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  μαίνει [bothe]	
765	4445	μαίνῃ	3	μαίνῃ [benloew,boeckh,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ξυνών. [bothe]  |  μαίνει [hermann]	
765	4446	συνών.	3	ξυνών. [benloew,boeckh,brown,colonna,dain,dawe,hermann,jebb,reinhardt]  |  συνών. [griffith,lj,pearson,storr]  |  ὡνὴρ, [bothe]	
767	4455	ἐστὶ	2	ἔστι [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἔστιν [bothe]	
769	4466	τὼ	2	τὰ [benloew,boeckh,bothe,colonna,dain,griffith,hermann,lj]  |  τὼ [brown,dawe,jebb,pearson,reinhardt,storr]	
769	4470	τώδʼ	2	τάδ᾽ [benloew,boeckh,bothe,colonna,dain,griffith,hermann,lj]  |  τώδ᾽ [brown,dawe,jebb,pearson,reinhardt,storr]	
769	4472	ἀπαλλάξει	2	ἀπαλλάξει [benloew,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἀπαλλάξαι [boeckh]	
770	4476	αὐτὼ	2	αὐτὰ [benloew,boeckh,bothe,colonna,dain,griffith,hermann,lj]  |  αὐτὼ [brown,dawe,jebb,pearson,reinhardt,storr]	
772	4494	βουλεύει	2	βουλεύηι [brown,colonna,dain,dawe,griffith,lj,pearson,reinhardt]  |  βουλεύει [benloew,boeckh,bothe,hermann,jebb,storr]	
775	4510	ὡς	2	ὡς [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  ὅσον [lj]	
775	4511	ἄγος	2	ἄγος [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἄκος [bothe]	
775	4512	μόνον	3	μόνον, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  μόρου, [bothe]  |  φεύγειν [lj]	
